course_id,export_url
1630,https://saolucas.instructure.com/files/1802649/download?download_frd=1&verifier=8VNlL4N0TVJsa5unZyYFMH0606G4pUckLu8dLFoF
1632,https://saolucas.instructure.com/files/1802650/download?download_frd=1&verifier=j3EH0pu8ZyDBvtZlPlOVlATcbymMx4s7xCgPcuqs
1634,https://saolucas.instructure.com/files/1802652/download?download_frd=1&verifier=AWGigt2cJxynpjiYm32nTXNjBkOiiij0DytDXQJM
1357,https://saolucas.instructure.com/files/1802655/download?download_frd=1&verifier=Qev18tfwQ7j9ynbFIpAM2NKP0GNJNZCU1Kp8frLG
1468,https://saolucas.instructure.com/files/1802653/download?download_frd=1&verifier=CbqDaGfrL78Qaef79yboN88UnVzzoDxUQThTe1PV
249,https://saolucas.instructure.com/files/1802657/download?download_frd=1&verifier=3F2z1ZM2FMFOeD0QrrNveAxuksMvsaDayU19BeSu
1254,https://saolucas.instructure.com/files/1802656/download?download_frd=1&verifier=rt1tf4FFwYzs3097MKr7Z5xTt09UIT8p8EKhmw0
1638,https://saolucas.instructure.com/files/1802651/download?download_frd=1&verifier=SG0eMPLUeZag0w4cMhOOwRdLp8aUU8CmKpwkTijS
1498,https://saolucas.instructure.com/files/1802654/download?download_frd=1&verifier=34p7p9cVYuERpJWmx3AMLo8jPoFdlsaSIYZjCHbc
